stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
est_4_292,292,HENARES,Avda de Algorta 12,40.417770000000004,-3.5271800000000004,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_296,296,HOSPITAL DEL HENARES,Cmno del Tiro SN,40.417609999999996,-3.53453,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_90_33,33,Aeropuerto T4,Ctra de Alcobendas a Barajas SN,40.49176,-3.5935599999999996,A,http://www.crtm.es,1,,Europe/Madrid,0
est_90_34,34,Aeropuerto T1 - T2 - T3,Avda de la Hispanidad SN,40.46864,-3.56965,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_156,156,COLOMBIA,Calle del Príncipe de Vergara 258,40.456340000000004,-3.6768199999999998,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_158,158,FERIA DE MADRID,Avda del Partenón 5,40.46389,-3.6162,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_160,160,BARAJAS,Cmno  Viejo de Hortaleza 10,40.475770000000004,-3.58253,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_258,258,PINAR DEL REY,Avda de la Gran Vía de Hortaleza 47,40.468,-3.6486699999999996,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_161,161,HERRERA ORIA,Calle de Valencia de Don Juan 1,40.48466,-3.7075099999999996,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_162,162,BARRIO DEL PILAR,Calle de Ginzo de Limia 22,40.476890000000004,-3.70316,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_163,163,VENTILLA,Avda de Asturias 39,40.469440000000006,-3.6958800000000003,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_165,165,DUQUE DE PASTRANA,Calle de Mateo Inurria 41,40.46763,-3.6791699999999996,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_166,166,PIO XII,Avda de Pío XII 27,40.463,-3.67579,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_168,168,CONCHA ESPINA,Calle del Príncipe de Vergara 210,40.45145,-3.6773800000000003,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_169,169,CRUZ DEL RAYO,Calle del Príncipe de Vergara 138,40.44427,-3.67821,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_173,173,IBIZA,Calle de Ibiza 1,40.41839,-3.67858,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_175,175,ESTRELLA,Calle del Camino de los Vinateros 1,40.41147,-3.6617900000000003,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_176,176,VINATEROS,Calle del Camino de los Vinateros 70,40.41024,-3.6527300000000005,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_177,177,ARTILLEROS,Calle del Camino de los Vinateros 210,40.40522,-3.64181,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_178,178,PAVONES,Calle de la Hacienda de Pavones 342,40.40051,-3.6351199999999997,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_179,179,VALDEBERNARDO,Bulv de Indalecio Prieto 26,40.40005,-3.6215599999999997,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_180,180,VICALVARO,Calle de San Cipriano 11,40.40422,-3.60886,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_181,181,SAN CIPRIANO,Calle de San Cipriano 68,40.40381,-3.60239,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_182,182,PUERTA DE ARGANDA,Calle de San Cipriano 85,40.40132,-3.5959800000000004,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_183,183,RIVAS URBANIZACIONES,Plaza de Galicia 5,40.36677,-3.54728,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_184,184,RIVAS VACIAMADRID,Calle   Areneros 6,40.32837,-3.5206,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_185,185,LA POVEDA,Parcela   9017 Polígono 1 S/N,40.31902,-3.47745,B3,http://www.crtm.es,1,,Europe/Madrid,2
est_4_186,186,ARGANDA DEL REY,Paseo de la Estación 37,40.303670000000004,-3.44752,B3,http://www.crtm.es,1,,Europe/Madrid,2
est_4_300,300,RIVAS FUTURA,Calle   Concepción Arenal 1,40.34134,-3.5247900000000003,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_326,326,MIRASIERRA,Avda del Ventisquero de la Condesa 28,40.4911,-3.71634,,http://www.crtm.es,1,,Europe/Madrid,0
est_4_345,345,PACO DE LUCIA,Calle de Monasterio de Las Huelgas 5,40.49965,-3.70908,,http://www.crtm.es,1,,Europe/Madrid,0
est_4_187,187,FUENCARRAL,Calle de la Fuente Chica 21,40.495090000000005,-3.6928300000000003,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_188,188,BEGOÑA,Paseo de la Castellana 261,40.48041,-3.68585,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_191,191,CUZCO,Paseo de la Castellana 162,40.458420000000004,-3.68985,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_192,192,SANTIAGO BERNABEU,Paseo de la Castellana 97,40.45159,-3.69038,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_199,199,LAGO,Ronda del Lago 3,40.41641,-3.7356300000000005,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_200,200,BATAN,Paseo de la Venta 1,40.40786,-3.75311,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_202,202,COLONIA JARDIN,Calle de Arenas de San Pedro 2,40.39698,-3.7746199999999996,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_203,203,CUATRO VIENTOS,Col   Militar de Cuatro Vientos 6 B,40.37771,-3.79152,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_204,204,JOAQUIN VILUMBRALES,Avda de la Libertad 13,40.34985,-3.8072,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_205,205,PUERTA DEL SUR,Avda de la Libertad 2,40.345240000000004,-3.8121099999999997,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_257,257,AVIACION ESPAÑOLA,Paseo de Extremadura 463,40.38364,-3.7839199999999997,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_274,274,TRES OLIVOS,Acces   M-607 SN,40.5012,-3.6952,A,http://www.crtm.es,1,,Europe/Madrid,2
