"","X","Y","cluster","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"27",16.3517810302602,4.36696021623005,"1",1794500383,"6/26/2014",937000,3,1.75,2450,2691,2,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573
"28",16.8409281867321,9.55279291392648,"1",3303700376,"12/1/2014",667000,3,1,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861
"29",7.4086769560761,15.279168156971,"1",5101402488,"6/24/2014",438000,3,1.75,1520,6380,1,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235
"30",-0.936996568805882,-17.1058041520431,"3",1873100390,"3/2/2015",719000,4,2.5,2570,7173,2,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026
"31",9.53580693783612,-18.2805089399009,"3",8562750320,"11/10/2014",580500,3,2.5,2320,3980,2,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980
"32",26.1812239495021,-10.575481689627,"1",2426039314,"12/1/2014",280000,2,1.5,1190,1265,3,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756
"33",16.5565304429507,7.85326204608146,"1",461000390,"6/24/2014",687500,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000
"34",12.1466335691912,7.77306349872916,"1",7589200193,"11/10/2014",535000,3,1,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080
"35",-20.1230204115354,-3.794098916554,"2",7955080270,"12/3/2014",322500,4,2.75,2060,6659,1,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720
"36",-15.0796286497715,26.7849018991601,"1",9547205180,"6/13/2014",696000,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264
"37",4.04441424120374,2.82506802079781,"1",9435300030,"5/28/2014",550000,4,1,1660,34848,1,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467
"38",16.1957504003331,6.21072023934846,"1",2768000400,"12/30/2014",640000,4,2,2360,6000,2,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700
"39",-22.3583716408682,0.750317438482489,"2",7895500070,"2/13/2015",240000,4,1,1220,8075,1,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800
"40",-5.94448542185241,-16.620164016977,"3",2078500320,"6/20/2014",605000,4,2.5,2620,7553,2,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884
"41",2.24630974855338,-19.1376676695697,"3",5547700270,"7/15/2014",625000,4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669
"42",3.79440743222784,26.8661560398517,"1",7766200013,"8/11/2014",775000,4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617
"43",3.09470335903001,-24.3078131883926,"3",7203220400,"7/7/2014",861990,5,2.75,3595,5639,2,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639
"44",9.7580446097442,5.90694710979678,"1",9270200160,"10/28/2014",685000,3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640
"45",-13.3681617992245,6.9377097670271,"2",1432701230,"7/29/2014",309000,3,1,1280,9656,1,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808
"46",5.86045707979271,-15.6619640725605,"3",8035350320,"7/18/2014",488000,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232
"47",-24.5012394665584,3.53513804519899,"2",8945200830,"3/25/2015",210490,3,1,990,8528,1,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840
"48",-2.79051935335589,-10.5708802307854,"3",4178300310,"7/16/2014",785000,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685
"49",10.6079459624844,10.9465816889039,"1",9215400105,"4/28/2015",450000,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100
"50",-23.8640212356426,17.1268268348581,"2",822039084,"3/11/2015",1350000,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513
"51",4.46613174621119,23.1121546297952,"1",5245600105,"9/16/2014",228000,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364
"52",-16.9955800180758,8.26055325939775,"2",7231300125,"2/17/2015",345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133
"53",11.3636920717283,11.8086980328995,"1",7518505990,"12/31/2014",6e+05,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080
"54",9.12490211199283,18.2788019873802,"1",3626039271,"2/5/2015",585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738
"55",16.9412241846929,4.38284800936337,"1",4217401195,"3/3/2015",920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000
"56",14.7208128449538,-14.4713530072249,"3",9822700295,"5/12/2014",885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000
"57",-15.9720391499477,-18.6801012465212,"3",9478500640,"8/19/2014",292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500
"58",-10.8680061618743,-16.433375462165,"3",2799800710,"4/7/2015",301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750
"59",-7.00688874932022,-6.13238890424391,"3",7922800400,"8/27/2014",951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044
"60",4.87184934312961,-18.1968477061545,"3",8079040320,"2/23/2015",430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542
"61",25.2170744682819,13.0564313004719,"2",1516000055,"12/10/2014",650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900
"62",3.55774814198698,9.3527864595737,"1",9558200045,"8/28/2014",289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750
"63",12.9347670682889,-2.60287164860119,"3",5072410070,"10/21/2014",505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500
"64",26.3949781445094,-6.34980458434472,"3",9528102996,"12/7/2014",549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090
"65",0.533790955853688,12.2683672736308,"1",1189001180,"6/3/2014",425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080
"66",18.3629683891683,8.6037778179925,"1",3253500160,"11/20/2014",317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000
"67",-4.10967580103053,-18.5224137892938,"3",3394100030,"9/9/2014",975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049
"68",-15.6749494060742,-13.4177000297528,"3",3717000160,"10/9/2014",287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557
"69",-16.6660562104135,4.26826072496026,"2",1274500060,"8/25/2014",204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635
"70",-7.10933916901006,0.654777424762835,"2",1802000060,"6/12/2014",1330000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158
"71",-7.79136390484914,-0.405903647049328,"2",1525059190,"9/12/2014",1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917
"72",-4.94117498963146,6.53281825904897,"2",1049000060,"1/5/2015",325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745
"73",19.7150085679574,9.11996479685775,"1",8820901275,"6/10/2014",571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807
"74",-12.5372706569173,-17.4153348915424,"3",5416510140,"7/10/2014",360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000
"75",-14.1238881757404,3.70455154003175,"2",3444100400,"3/16/2015",349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529
"76",-0.608539661385581,-20.7690079612057,"3",3276920270,"11/5/2014",832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020
"77",-7.42454227571543,4.52843106590367,"2",4036801170,"10/13/2014",380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500
"78",2.70796859666176,15.725226909147,"1",2391600320,"4/20/2015",480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060
"79",11.3194902702454,13.8419326570658,"1",6300000287,"6/9/2014",410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693
"80",-9.78606742462062,-19.2037973933922,"3",1531000030,"3/23/2015",720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750
"81",-12.4993296841208,-16.9043946925888,"3",5104520400,"12/2/2014",390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363
"82",-15.2157254585978,-18.2355116031285,"3",7437100340,"12/22/2014",360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405
"83",8.5804939781223,7.81527661908224,"1",9418400240,"10/28/2014",355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720
"84",-11.9587603265615,6.33239531935286,"2",1523059105,"1/28/2015",356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797
"85",6.96527439888325,16.9020119429584,"1",1133000671,"6/2/2014",315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203
"86",16.1320850464802,4.13134193588429,"1",4232902595,"11/14/2014",940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800
"87",-15.4990429511258,6.11246958715746,"2",2599001200,"11/3/2014",305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165
"88",-6.14138469850363,-14.6836617651522,"3",3342103156,"6/18/2014",461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349
"89",-7.13921447086574,-9.83655394540994,"3",1332700270,"5/19/2014",215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025
"90",19.4927466175305,-7.51789493228149,"3",3869900162,"9/4/2014",335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106
"91",-16.0208549040787,-11.9332173344732,"3",2791500270,"5/22/2014",243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510
"92",13.9067816616147,-10.202162981884,"3",5036300431,"3/11/2015",1100000,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250
"93",-20.3181118952868,1.06529328572331,"2",4168000060,"2/26/2015",153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500
"94",6.30983084792392,12.2089992716976,"1",6021501535,"7/25/2014",430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500
"95",6.28849177749552,12.7923678147961,"1",6021501535,"12/23/2014",7e+05,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500
"96",-17.1644536522449,20.7962341730291,"2",1483300570,"9/8/2014",905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045
"97",-19.173505061607,1.73970142120751,"2",3422049190,"3/30/2015",247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616
"98",-18.7500417958154,4.02669518887376,"2",1099611230,"9/12/2014",199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400
"99",-14.0572955375009,4.11551729362284,"2",722079104,"7/11/2014",314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036
"100",8.08035607575003,-25.1435555284443,"3",7338200240,"5/16/2014",437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065
"101",18.167571786823,7.96540220922746,"1",1952200240,"6/11/2014",850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500
"102",13.9566021099134,8.13389421617518,"1",5200100125,"10/27/2014",555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478
"103",6.93683113192651,-17.8391694213617,"3",7214720075,"12/12/2014",699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777
"104",-17.7516115545727,22.2822126933612,"3",2450000295,"10/7/2014",1090000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113
"105",-14.0176799390211,9.65871395908224,"2",6197800045,"9/24/2014",290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910
"106",-12.0884953427362,1.52600796710656,"2",1328310370,"4/2/2015",375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162
"107",15.3306721557912,10.3736323147529,"1",546000875,"5/23/2014",460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005
"108",-0.794404583393719,24.541601065223,"2",3530510041,"7/23/2014",188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966
"109",0.889914701113838,-19.3570074790692,"3",1853000400,"3/5/2015",680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001
"110",0.191938794767978,-9.59126930908236,"3",3134100116,"8/27/2014",470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433
"111",9.02958312155611,-17.3092948306858,"3",9545230140,"7/25/2014",597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636
"112",15.8444656086312,11.6066254469125,"1",3362400511,"3/4/2015",570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536
"113",-15.7084717934452,2.87467162776796,"2",2525310310,"9/16/2014",272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656
"114",23.098036140086,13.9740074381415,"1",6126500060,"11/24/2014",329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500
"115",-18.5479152512796,-19.896826029975,"3",8961960160,"10/28/2014",480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517
"116",-16.2509835051244,25.080929237233,"1",3626039325,"11/21/2014",740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350
"117",24.931547866925,-9.53428023111432,"3",3362400431,"6/26/2014",518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166
"118",2.45470287301936,22.9822842591753,"1",4060000240,"6/23/2014",205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780
"119",2.77356776793172,21.5647039922307,"1",3454800060,"1/8/2015",171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000
"120",14.6727566431227,8.8353029004371,"1",1695900060,"5/11/2015",535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040
"121",26.7550451202687,12.2250997498702,"1",7278700070,"1/2/2015",660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856
"122",1.12463958125149,1.88950120929661,"1",6675500070,"11/19/2014",391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104
"123",5.49306440460601,15.2575243822653,"1",3626039187,"4/6/2015",395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000
"124",17.1241259115803,9.67698341710217,"1",3524049083,"11/4/2014",445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400
"125",-1.18754122420688,-18.6324875292053,"3",3275860240,"6/18/2014",770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992
"126",-18.31249709176,21.9857752205559,"3",4389200955,"3/2/2015",1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275
"127",25.7956113634196,13.4190275637127,"1",4058801670,"7/17/2014",445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712
"128",-24.8353447450024,-0.791852678551319,"2",8732020310,"7/17/2014",260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400
"129",17.8564164084802,8.38957669941423,"1",2331300505,"6/13/2014",822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960
"130",9.26711815943261,-22.2195755038696,"3",7853210060,"4/6/2015",430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748
"131",-16.319821280297,5.11911528164313,"2",3668000070,"1/5/2015",212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680
"132",-0.934605458260424,-3.60163434470776,"3",9545240070,"4/28/2015",660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793
"133",0.468786393338583,-19.658589940646,"3",1243100136,"6/12/2014",784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500
"134",10.7805495285033,-17.8336587900055,"3",8929000270,"5/12/2014",453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662
"135",23.8027842715404,-9.54359990766106,"3",2767602356,"1/26/2015",675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285
"136",-18.803905940774,3.7491168848463,"2",921049315,"8/13/2014",199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265
"137",-20.2131343302089,0.510367823331723,"2",3655000070,"8/5/2014",220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140
"138",-4.184284860368,4.30532848534113,"2",4027700812,"5/29/2014",452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436
"139",2.48995421731414,11.3565206086264,"1",3992700335,"7/7/2014",382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715
"140",24.6656355371944,-10.1040941346718,"3",2767603505,"5/7/2014",519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310
"141",7.88486365826663,9.4423402085562,"1",4232901525,"6/27/2014",665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600
"142",-7.91766662812523,0.68691357937144,"2",1777500060,"7/8/2014",527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375
"143",-13.2664788793973,6.06113942428248,"2",1432900240,"5/8/2015",205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579
"144",11.9244724345607,11.0375420195417,"1",6140100875,"4/15/2015",420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940
"145",-4.61218525130093,-1.31188627975524,"2",6071600370,"2/27/2015",5e+05,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824
"146",1.0474544679113,-18.4064163338633,"3",1526069017,"12/3/2014",921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991
"147",16.1119960541319,4.05174574343539,"1",809001525,"6/25/2014",890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000
"148",-3.94629606249497,-14.1854967625938,"3",3224079105,"8/6/2014",430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842
"149",-24.6281528686939,1.46382211837683,"2",8075400570,"10/30/2014",258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000
"150",5.23880342463384,16.741187786783,"1",1994200024,"11/4/2014",511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599
"151",17.0942467805492,-8.79426548035519,"3",3362900810,"8/20/2014",532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090
"152",4.06270002061545,16.5350929027364,"1",1324300398,"4/9/2015",560000,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000
"153",-18.9295699457263,4.46079434082146,"2",537000445,"3/31/2015",282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633
"154",-4.28407377389339,-27.6507599169596,"3",7855801670,"4/1/2015",2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750
