"","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust"
"11",6.18431657523881,0.0145418357847606,1736800520,"4/3/2015",662500,3,2.5,3560,9796,1,0,0,3,8,1860,1700,1965,0,98007,47.6007,-122.145,2210,8925,2,"3"
"12",-5.33050229283885,-20.40373902763,9212900260,"5/27/2014",468000,2,1,1160,6000,1,0,0,4,7,860,300,1942,0,98115,47.69,-122.292,1330,6000,1,"6"
"13",4.55134122729121,-8.77303611006483,114101516,"5/28/2014",310000,3,1,1430,19901,1.5,0,0,4,7,1430,0,1927,0,98028,47.7558,-122.229,1780,12697,2,"7"
"14",0.0293415801279378,0.250910127121063,6054650070,"10/7/2014",4e+05,3,1.75,1370,9680,1,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,2,"3"
"15",-14.7529710376094,-21.7339326810894,1175000570,"3/12/2015",530000,5,2,1810,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.394,1360,4850,1,"6"
"16",-22.5672025460805,1.56639044546289,9297300055,"1/24/2015",650000,4,3,2950,5000,2,0,3,3,9,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,3,"8"
"17",2.00461889508997,14.5148936140106,1875500060,"7/31/2014",395000,3,2,1890,14040,2,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,3,"9"
"18",-4.88138538154638,-23.3358349595546,6865200140,"5/29/2014",485000,4,1,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.343,1610,4300,1,"6"
"19",18.4866150592257,-6.71917958143524,16000397,"12/5/2014",189000,2,1,1200,9850,1,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,2,"7"
"20",21.9905450877666,-3.75896958840267,7983200060,"4/24/2015",230000,3,1,1250,9774,1,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,2,"7"
"21",-11.7933894594504,-15.3443371644343,6300500875,"5/14/2014",385000,4,1.75,1620,4980,1,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,1,"6"
"22",7.93060206798093,5.696337646095,2524049179,"8/26/2014",2e+06,3,2.75,3050,44867,1,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,3,"3"
"23",17.2290511939467,19.6426785763012,7137970340,"7/3/2014",285000,5,2.5,2270,6300,2,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,3,"5"
"24",20.7648597688355,1.47847238268218,8091400200,"5/16/2014",252700,2,1.5,1070,9643,1,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,2,"7"
"25",11.115369340061,12.0186316006184,3814700200,"11/20/2014",329000,3,2.25,2450,6500,2,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,3,"5"
"26",18.5056288730387,-6.46296100712912,1202000200,"11/3/2014",233000,3,2,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,2,"7"
"27",-15.4233426369752,-23.6354177711841,1794500383,"6/26/2014",937000,3,1.75,2450,2691,2,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,1,"6"
"28",-10.7966809815072,-22.8471475983134,3303700376,"12/1/2014",667000,3,1,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,1,"6"
"29",-7.53286449678713,-11.475411112537,5101402488,"6/24/2014",438000,3,1.75,1520,6380,1,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,1,"6"
"30",1.37086973705152,19.3242591960438,1873100390,"3/2/2015",719000,4,2.5,2570,7173,2,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,3,"9"
"31",-5.44463216132862,12.773191191427,8562750320,"11/10/2014",580500,3,2.5,2320,3980,2,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,3,"4"
"32",-25.9536214455311,13.4945279816127,2426039314,"12/1/2014",280000,2,1.5,1190,1265,3,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,1,"8"
"33",-12.3384706391401,-23.5327695170818,461000390,"6/24/2014",687500,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,1,"6"
"34",-5.0169446725337,-23.7171838195555,7589200193,"11/10/2014",535000,3,1,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,1,"6"
"35",18.5125102849516,3.03464680051427,7955080270,"12/3/2014",322500,4,2.75,2060,6659,1,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,2,"7"
"36",20.9773103964324,-24.1143020489899,9547205180,"6/13/2014",696000,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,1,"2"
"37",3.76818625935616,-13.4851589075483,9435300030,"5/28/2014",550000,4,1,1660,34848,1,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,1,"6"
"38",-13.3393857414276,-23.4002169189427,2768000400,"12/30/2014",640000,4,2,2360,6000,2,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,1,"6"
"39",21.0480265112747,-1.38609610270037,7895500070,"2/13/2015",240000,4,1,1220,8075,1,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,2,"7"
"40",8.04499978456908,18.1019561054795,2078500320,"6/20/2014",605000,4,2.5,2620,7553,2,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,3,"9"
"41",-6.93549034659255,17.6999499811634,5547700270,"7/15/2014",625000,4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,3,"4"
"42",-17.3031433680764,-3.94221225089928,7766200013,"8/11/2014",775000,4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,1,"1"
"43",-8.9603062281277,22.0593437339624,7203220400,"7/7/2014",861990,5,2.75,3595,5639,2,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,3,"4"
"44",-2.96270664911715,-25.1972289471617,9270200160,"10/28/2014",685000,3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,1,"6"
"45",11.2332557719402,-6.80464209442023,1432701230,"7/29/2014",309000,3,1,1280,9656,1,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,2,"7"
"46",-9.49296230400427,14.4953229886403,8035350320,"7/18/2014",488000,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,3,"4"
"47",22.9303175730669,-3.72787300658283,8945200830,"3/25/2015",210490,3,1,990,8528,1,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,2,"7"
"48",3.4817910809564,17.6298020504951,4178300310,"7/16/2014",785000,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,3,"9"
"49",-11.2714925313577,-11.542236971397,9215400105,"4/28/2015",450000,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,1,"6"
"50",13.579821289643,-16.4780430778444,822039084,"3/11/2015",1350000,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,2,"2"
"51",-15.485078940624,-6.76323134278641,5245600105,"9/16/2014",228000,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,1,"1"
"52",10.1917304678258,2.14393164887121,7231300125,"2/17/2015",345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,2,"7"
"53",-11.5420937825657,-15.596600782959,7518505990,"12/31/2014",6e+05,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,1,"6"
"54",-7.41057894551596,-7.8906818708822,3626039271,"2/5/2015",585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,1,"6"
"55",-12.371963210895,-26.2231308419825,4217401195,"3/3/2015",920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,1,"6"
"56",-14.5978401164793,12.2431882906744,9822700295,"5/12/2014",885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,3,"8"
"57",18.1685240661895,15.6813124959223,9478500640,"8/19/2014",292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,3,"5"
"58",12.9163599080242,17.0022350292635,2799800710,"4/7/2015",301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,3,"5"
"59",5.91964543991037,7.16457065140257,7922800400,"8/27/2014",951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,3,"3"
"60",-4.38783489851979,15.0830497226765,8079040320,"2/23/2015",430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,3,"4"
"61",-21.6284214377607,-6.76339924610854,1516000055,"12/10/2014",650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,2,"1"
"62",0.596059671447352,-15.7125740403674,9558200045,"8/28/2014",289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,1,"6"
"63",-17.0168880213097,-1.40880062117496,5072410070,"10/21/2014",505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,3,"1"
"64",-22.1389241493303,15.477695631625,9528102996,"12/7/2014",549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,3,"8"
"65",-8.77660309816206,-4.86814652876537,1189001180,"6/3/2014",425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,1,"1"
"66",-10.2549574606731,-25.0862434708818,3253500160,"11/20/2014",317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,1,"6"
"67",4.37399096765193,20.3113347896761,3394100030,"9/9/2014",975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,3,"9"
"68",15.8956504416906,11.5356350041601,3717000160,"10/9/2014",287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,3,"5"
"69",15.0248829463068,-4.43528342837757,1274500060,"8/25/2014",204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,2,"7"
"70",6.37697838870163,0.41443696641408,1802000060,"6/12/2014",1330000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,2,"3"
"71",7.13459919220923,1.24364514514419,1525059190,"9/12/2014",1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,2,"3"
"72",3.6401729791259,-5.56012189028656,1049000060,"1/5/2015",325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,2,"3"
"73",-7.32234659341536,-25.1847953098349,8820901275,"6/10/2014",571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,1,"6"
"74",14.7098220617464,16.8570110739389,5416510140,"7/10/2014",360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,3,"5"
"75",12.6485404988583,-5.21653636594656,3444100400,"3/16/2015",349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,2,"7"
"76",-0.170087246666086,22.7584083483644,3276920270,"11/5/2014",832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,3,"9"
"77",5.76379717916832,-2.99636309121214,4036801170,"10/13/2014",380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,2,"3"
"78",-5.29374322251005,-15.666903332963,2391600320,"4/20/2015",480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,1,"6"
"79",-10.9261031997658,-14.6596905480747,6300000287,"6/9/2014",410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,1,"6"
"80",12.053061589015,19.6844536355794,1531000030,"3/23/2015",720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,3,"5"
"81",14.5834699186056,16.4513059699914,5104520400,"12/2/2014",390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,3,"5"
"82",17.3812831250292,15.5837780854784,7437100340,"12/22/2014",360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,3,"5"
"83",-2.78905034121648,-21.1759216007319,9418400240,"10/28/2014",355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,1,"6"
"84",10.0358550310626,-5.95230939149573,1523059105,"1/28/2015",356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,2,"7"
"85",-9.06513738673338,-12.3991746183661,1133000671,"6/2/2014",315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,1,"6"
"86",-15.1824686169291,-23.6304024953269,4232902595,"11/14/2014",940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,1,"6"
"87",13.8332252799715,-6.32848741568432,2599001200,"11/3/2014",305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,2,"7"
"88",7.14857825293971,16.5151431784056,3342103156,"6/18/2014",461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,3,"9"
"89",9.87396212232235,10.1154823258565,1332700270,"5/19/2014",215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,3,"5"
"90",-20.1664771520299,9.46088310545871,3869900162,"9/4/2014",335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,3,"8"
"91",14.4509907794817,11.229187188949,2791500270,"5/22/2014",243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,3,"5"
"92",-14.3349132966403,6.34190965399114,5036300431,"3/11/2015",1100000,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,3,"8"
"93",18.9782068225165,-1.76253729732593,4168000060,"2/26/2015",153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,2,"7"
"94",-6.19275778124385,-13.4632377685913,6021501535,"7/25/2014",430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,1,"6"
"95",-6.38471470568261,-13.2890987201426,6021501535,"12/23/2014",7e+05,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,1,"6"
"96",22.9706316169285,-17.7166965310529,1483300570,"9/8/2014",905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,2,"2"
"97",17.6314256226119,-2.24843768350454,3422049190,"3/30/2015",247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,2,"7"
"98",17.1475004880859,-4.57977521828224,1099611230,"9/12/2014",199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,2,"7"
"99",12.3558687352251,-3.95076078618414,722079104,"7/11/2014",314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,2,"7"
"100",-4.12640483052957,20.614637016975,7338200240,"5/16/2014",437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,3,"4"
"101",-11.9225947555505,-25.0929846284421,1952200240,"6/11/2014",850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,1,"6"
"102",-9.28026144680422,-22.7376332061982,5200100125,"10/27/2014",555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,1,"6"
"103",-8.49659815294265,16.5065963903435,7214720075,"12/12/2014",699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,3,"4"
"104",23.3036960910229,-19.2768459420253,2450000295,"10/7/2014",1090000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,3,"2"
"105",11.6657972075059,-9.42464595079348,6197800045,"9/24/2014",290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,2,"7"
"106",10.8504563465514,-1.30497207553337,1328310370,"4/2/2015",375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,2,"7"
"107",-10.9586512793687,-18.2711431243183,546000875,"5/23/2014",460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,1,"6"
"108",-15.0083789082175,-3.27716921644989,3530510041,"7/23/2014",188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,2,"1"
"109",-2.00659384819767,22.1335859591618,1853000400,"3/5/2015",680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,3,"9"
"110",1.90162063778204,10.7723518056878,3134100116,"8/27/2014",470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,3,"9"
"111",-5.04639266983181,12.1868702544696,9545230140,"7/25/2014",597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,3,"4"
"112",-10.3571960902332,-19.5994734131485,3362400511,"3/4/2015",570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,1,"6"
"113",14.2030458284166,-2.90598482871159,2525310310,"9/16/2014",272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,2,"7"
"114",-20.4137629749293,-4.18536664561182,6126500060,"11/24/2014",329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,1,"1"
"115",21.1687193310998,16.178103602241,8961960160,"10/28/2014",480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,3,"5"
"116",21.7043644192856,-22.0364720283996,3626039325,"11/21/2014",740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,1,"2"
"117",-24.7005374416181,12.6272694524157,3362400431,"6/26/2014",518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,3,"8"
"118",-13.9889499969872,-8.97360032573466,4060000240,"6/23/2014",205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,1,"1"
"119",-13.0227775736636,-6.67261805954589,3454800060,"1/8/2015",171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,1,"1"
"120",-11.3080490928003,-21.1284276003552,1695900060,"5/11/2015",535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,1,"6"
"121",-23.9787863740055,-6.38513805218349,7278700070,"1/2/2015",660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,1,"1"
"122",-1.55978304761589,-0.0235703227875499,6675500070,"11/19/2014",391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,1,"3"
"123",-7.72288276594737,-13.2578825935781,3626039187,"4/6/2015",395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,1,"6"
"124",-10.3664006472043,-23.0666290636874,3524049083,"11/4/2014",445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,1,"6"
"125",0.870107485928201,20.4540791573031,3275860240,"6/18/2014",770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,3,"9"
"126",23.9398350546778,-19.0689358179025,4389200955,"3/2/2015",1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,3,"2"
"127",-21.4234562662345,-6.76926256542178,4058801670,"7/17/2014",445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,1,"1"
"128",23.5811614627572,0.479246765060055,8732020310,"7/17/2014",260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,2,"7"
"129",-11.7553254061817,-24.6045729504726,2331300505,"6/13/2014",822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,1,"6"
"130",-5.13591644934309,17.8645319998981,7853210060,"4/6/2015",430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,3,"4"
"131",14.4301219432576,-5.13250821491573,3668000070,"1/5/2015",212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,2,"7"
"132",0.299966559847624,5.4111554174927,9545240070,"4/28/2015",660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,3,"3"
"133",0.595785516612488,21.6555126305626,1243100136,"6/12/2014",784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,3,"9"
"134",-6.21852424479049,11.3994888031927,8929000270,"5/12/2014",453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,3,"4"
"135",-24.5432351465516,11.4244929722021,2767602356,"1/26/2015",675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,3,"8"
"136",17.2297245616896,-4.2927083375973,921049315,"8/13/2014",199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,2,"7"
"137",18.9532649887057,-1.2137534406278,3655000070,"8/5/2014",220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,2,"7"
"138",1.97685598505328,-2.01448720585411,4027700812,"5/29/2014",452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,2,"3"
"139",-6.62911316846979,-5.92796444434352,3992700335,"7/7/2014",382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,1,"6"
"140",-25.1706490103465,12.2082106142833,2767603505,"5/7/2014",519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,3,"8"
"141",-7.57122694879329,-15.5922161375482,4232901525,"6/27/2014",665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,1,"6"
"142",7.1869149788266,0.2098231809609,1777500060,"7/8/2014",527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,2,"3"
"143",11.1871963174487,-5.87052420523396,1432900240,"5/8/2015",205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,2,"7"
"144",-6.53582647767082,-20.1613319470775,6140100875,"4/15/2015",420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,1,"6"
"145",4.13235875611712,2.26315913450525,6071600370,"2/27/2015",5e+05,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,2,"3"
"146",-2.01570803893691,21.8556915208389,1526069017,"12/3/2014",921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,3,"9"
"147",-15.3022557223205,-23.5468444086083,809001525,"6/25/2014",890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,1,"6"
"148",5.61529057413307,14.2566060519285,3224079105,"8/6/2014",430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,3,"9"
